timestamp,user_id,age,income,email,credit_score,churn
2026-05-09T00:21:57.495384,6915,28,68320,u***@example.com,495,1
2026-05-09T00:21:57.495384,3693,23,67414,u***@example.com,818,0
2026-05-09T00:21:57.495384,4627,35,123542,u***@example.com,369,1
2026-05-09T00:21:57.495384,6450,38,35577,u***@example.com,698,1
2026-05-09T00:21:57.495384,2663,59,145354,u***@example.com,502,0
2026-05-09T00:21:57.495384,6592,53,108009,u***@example.com,447,0
2026-05-09T00:21:57.495384,8392,58,146365,u***@example.com,771,0
2026-05-09T00:21:57.495384,2306,55,75409,u***@example.com,498,1
2026-05-09T00:21:57.495384,7776,51,48625,u***@example.com,725,0
2026-05-09T00:21:57.495384,6864,34,101040,u***@example.com,791,0
2026-05-09T00:21:57.495384,8526,54,44089,u***@example.com,441,0
2026-05-09T00:21:57.495384,9901,42,56487,u***@example.com,612,1
2026-05-09T00:21:57.495384,6575,55,85838,u***@example.com,464,1
2026-05-09T00:21:57.495384,6530,75,116999,u***@example.com,613,1
2026-05-09T00:21:57.495384,5413,29,130448,u***@example.com,320,0
2026-05-09T00:21:57.495384,4748,40,114795,u***@example.com,381,0
2026-05-09T00:21:57.495384,1663,70,70138,u***@example.com,430,0
2026-05-09T00:21:57.495384,2998,59,62823,u***@example.com,604,0
2026-05-09T00:21:57.495384,8994,39,57208,u***@example.com,670,0
2026-05-09T00:21:57.495384,2495,38,74061,u***@example.com,683,0
2026-05-09T00:21:57.495384,4304,44,50659,u***@example.com,744,0
2026-05-09T00:21:57.495384,4763,74,149824,u***@example.com,724,0
2026-05-09T00:21:57.495384,6232,48,121376,u***@example.com,460,1
2026-05-09T00:21:57.495384,2853,23,51890,u***@example.com,477,0
2026-05-09T00:21:57.495384,7585,44,99134,u***@example.com,789,1
2026-05-09T00:21:57.495384,2291,57,67055,u***@example.com,626,0
2026-05-09T00:21:57.495384,4581,51,132269,u***@example.com,588,0
2026-05-09T00:21:57.495384,8554,29,39508,u***@example.com,653,0
2026-05-09T00:21:57.495384,8280,62,62287,u***@example.com,327,0
2026-05-09T00:21:57.495384,2636,74,98916,u***@example.com,342,0
2026-05-09T00:21:57.495384,4696,70,46984,u***@example.com,722,0
2026-05-09T00:21:57.495384,1698,24,130169,u***@example.com,476,0
2026-05-09T00:21:57.495384,5737,27,28125,u***@example.com,828,0
2026-05-09T00:21:57.495384,1854,62,56059,u***@example.com,793,0
2026-05-09T00:21:57.495384,9164,34,89569,u***@example.com,497,1
2026-05-09T00:21:57.495384,6855,43,123409,u***@example.com,816,0
2026-05-09T00:21:57.495384,8392,38,37087,u***@example.com,813,0
2026-05-09T00:21:57.495384,7528,45,126437,u***@example.com,321,0
2026-05-09T00:21:57.495384,6249,79,135262,u***@example.com,411,0
2026-05-09T00:21:57.495384,6172,75,25704,u***@example.com,356,0
2026-05-09T00:21:57.495384,2707,63,80576,u***@example.com,365,0
2026-05-09T00:21:57.495384,6791,19,93384,u***@example.com,397,1
2026-05-09T00:21:57.495384,6535,77,107128,u***@example.com,443,0
2026-05-09T00:21:57.495384,5931,71,131279,u***@example.com,734,1
2026-05-09T00:21:57.495384,4510,60,92460,u***@example.com,385,1
2026-05-09T00:21:57.495384,1202,18,47208,u***@example.com,643,0
2026-05-09T00:21:57.495384,5218,68,138516,u***@example.com,593,0
2026-05-09T00:21:57.495384,9958,70,149612,u***@example.com,542,1
2026-05-09T00:21:57.495384,5389,53,105150,u***@example.com,331,0
2026-05-09T00:21:57.495384,3327,68,86024,u***@example.com,690,0
2026-05-09T00:21:57.495384,9004,43,59882,u***@example.com,576,1
2026-05-09T00:21:57.495384,3931,46,45923,u***@example.com,831,0
2026-05-09T00:21:57.495384,8777,38,146561,u***@example.com,453,0
2026-05-09T00:21:57.495384,1197,28,134044,u***@example.com,682,0
2026-05-09T00:21:57.495384,8125,57,121477,u***@example.com,367,0
2026-05-09T00:21:57.495384,2930,28,49165,u***@example.com,513,0
2026-05-09T00:21:57.495384,7287,53,87203,u***@example.com,675,0
2026-05-09T00:21:57.495384,9800,66,111749,u***@example.com,512,0
2026-05-09T00:21:57.495384,5282,76,24114,u***@example.com,378,0
2026-05-09T00:21:57.495384,3511,56,84965,u***@example.com,680,0
2026-05-09T00:21:57.495384,1659,57,56321,u***@example.com,357,0
2026-05-09T00:21:57.495384,3811,52,93297,u***@example.com,325,0
2026-05-09T00:21:57.495384,8098,71,116652,u***@example.com,746,0
2026-05-09T00:21:57.495384,7546,51,119304,u***@example.com,365,0
2026-05-09T00:21:57.495384,2986,72,133942,u***@example.com,553,0
2026-05-09T00:21:57.495384,9338,64,45426,u***@example.com,343,0
2026-05-09T00:21:57.495384,3911,41,37772,u***@example.com,396,1
2026-05-09T00:21:57.495384,2734,71,123754,u***@example.com,526,0
2026-05-09T00:21:57.495384,2843,39,23712,u***@example.com,735,0
2026-05-09T00:21:57.495384,9680,22,21367,u***@example.com,678,0
2026-05-09T00:21:57.495384,3976,73,126493,u***@example.com,477,0
2026-05-09T00:21:57.495384,2959,50,127317,u***@example.com,726,0
2026-05-09T00:21:57.495384,6759,75,135142,u***@example.com,606,0
2026-05-09T00:21:57.495384,7694,53,111736,u***@example.com,803,0
2026-05-09T00:21:57.495384,3385,64,71924,u***@example.com,567,0
2026-05-09T00:21:57.495384,5736,37,23726,u***@example.com,307,0
2026-05-09T00:21:57.495384,2802,36,109152,u***@example.com,807,0
2026-05-09T00:21:57.495384,9155,52,47723,u***@example.com,775,0
2026-05-09T00:21:57.495384,9120,69,146969,u***@example.com,596,0
2026-05-09T00:21:57.495384,7616,60,123110,u***@example.com,463,0
2026-05-09T00:21:57.495384,6534,34,120494,u***@example.com,784,0
2026-05-09T00:21:57.495384,5061,79,29108,u***@example.com,371,0
2026-05-09T00:21:57.495384,1262,76,97714,u***@example.com,537,0
2026-05-09T00:21:57.495384,7287,62,55643,u***@example.com,403,0
2026-05-09T00:21:57.495384,9815,60,51324,u***@example.com,509,0
2026-05-09T00:21:57.495384,3049,51,123896,u***@example.com,767,0
2026-05-09T00:21:57.495384,6423,26,103360,u***@example.com,753,0
2026-05-09T00:21:57.495384,5548,43,130896,u***@example.com,567,0
2026-05-09T00:21:57.495384,4108,19,28927,u***@example.com,685,1
2026-05-09T00:21:57.495384,8158,70,113680,u***@example.com,686,0
2026-05-09T00:21:57.495384,8400,26,116546,u***@example.com,558,0
2026-05-09T00:21:57.495384,4170,26,42443,u***@example.com,582,0
2026-05-09T00:21:57.495384,3255,57,99973,u***@example.com,339,0
2026-05-09T00:21:57.495384,2154,34,83449,u***@example.com,785,0
2026-05-09T00:21:57.495384,5499,18,129834,u***@example.com,519,0
2026-05-09T00:21:57.495384,7295,42,125314,u***@example.com,428,0
2026-05-09T00:21:57.495384,7197,78,96743,u***@example.com,819,1
2026-05-09T00:21:57.495384,2648,60,141805,u***@example.com,559,0
2026-05-09T00:21:57.495384,6539,57,80233,u***@example.com,665,1
2026-05-09T00:21:57.495384,5199,59,45537,u***@example.com,843,0
2026-05-09T00:21:57.495384,9445,42,121293,u***@example.com,823,0
2026-05-09T00:21:57.495384,3557,56,97576,u***@example.com,315,0
2026-05-09T00:21:57.495384,6592,52,127522,u***@example.com,428,0
2026-05-09T00:21:57.495384,1098,20,42612,u***@example.com,408,0
2026-05-09T00:21:57.495384,3200,67,113977,u***@example.com,832,0
2026-05-09T00:21:57.495384,3961,54,26471,u***@example.com,568,0
2026-05-09T00:21:57.495384,5973,61,55631,u***@example.com,461,0
2026-05-09T00:21:57.495384,5433,61,148449,u***@example.com,559,0
2026-05-09T00:21:57.495384,3869,68,128997,u***@example.com,401,1
2026-05-09T00:21:57.495384,1956,47,112059,u***@example.com,805,0
2026-05-09T00:21:57.495384,9352,55,51348,u***@example.com,546,1
2026-05-09T00:21:57.495384,6699,51,84732,u***@example.com,836,1
2026-05-09T00:21:57.495384,7944,29,21177,u***@example.com,430,1
2026-05-09T00:21:57.495384,5493,36,24760,u***@example.com,652,0
2026-05-09T00:21:57.495384,5911,54,52779,u***@example.com,495,0
2026-05-09T00:21:57.495384,4987,61,41636,u***@example.com,681,1
2026-05-09T00:21:57.495384,7015,76,101889,u***@example.com,526,0
2026-05-09T00:21:57.495384,2218,76,73551,u***@example.com,775,0
2026-05-09T00:21:57.495384,5496,66,31556,u***@example.com,776,0
2026-05-09T00:21:57.495384,5735,78,47598,u***@example.com,564,0
2026-05-09T00:21:57.495384,5555,34,31563,u***@example.com,671,0
2026-05-09T00:21:57.495384,9050,27,66819,u***@example.com,785,0
2026-05-09T00:21:57.495384,4446,74,129326,u***@example.com,733,1
2026-05-09T00:21:57.495384,2045,72,93770,u***@example.com,510,0
2026-05-09T00:21:57.495384,7893,66,111055,u***@example.com,676,1
2026-05-09T00:21:57.495384,2693,64,46966,u***@example.com,694,0
2026-05-09T00:21:57.495384,4436,29,140133,u***@example.com,749,0
2026-05-09T00:21:57.495384,9754,79,101709,u***@example.com,663,0
2026-05-09T00:21:57.495384,6895,33,79889,u***@example.com,756,0
2026-05-09T00:21:57.495384,4354,41,46987,u***@example.com,525,1
2026-05-09T00:21:57.495384,1225,36,98714,u***@example.com,430,0
2026-05-09T00:21:57.495384,5893,25,124874,u***@example.com,775,0
2026-05-09T00:21:57.495384,8022,48,78348,u***@example.com,576,0
2026-05-09T00:21:57.495384,6600,38,44596,u***@example.com,455,0
2026-05-09T00:21:57.495384,8996,34,53174,u***@example.com,517,0
2026-05-09T00:21:57.495384,8683,40,84106,u***@example.com,489,0
2026-05-09T00:21:57.495384,5642,54,127510,u***@example.com,716,0
2026-05-09T00:21:57.495384,8679,71,89967,u***@example.com,845,1
2026-05-09T00:21:57.495384,9208,33,79182,u***@example.com,340,0
2026-05-09T00:21:57.495384,8339,23,113300,u***@example.com,606,0
2026-05-09T00:21:57.495384,3205,25,107163,u***@example.com,637,0
2026-05-09T00:21:57.495384,2069,42,59310,u***@example.com,613,0
2026-05-09T00:21:57.495384,4444,35,76088,u***@example.com,374,0
2026-05-09T00:21:57.495384,2060,42,148803,u***@example.com,578,0
2026-05-09T00:21:57.495384,3327,29,28906,u***@example.com,475,0
2026-05-09T00:21:57.495384,4420,32,56914,u***@example.com,572,1
2026-05-09T00:21:57.495384,1301,76,130350,u***@example.com,588,0
2026-05-09T00:21:57.495384,1606,43,65379,u***@example.com,571,0
2026-05-09T00:21:57.495384,4170,58,98612,u***@example.com,365,0
2026-05-09T00:21:57.495384,1699,62,134828,u***@example.com,782,0
2026-05-09T00:21:57.495384,6088,43,147445,u***@example.com,547,0
2026-05-09T00:21:57.495384,1190,64,57650,u***@example.com,455,0
2026-05-09T00:21:57.495384,1980,49,66881,u***@example.com,346,1
2026-05-09T00:21:57.495384,3975,27,66413,u***@example.com,753,1
2026-05-09T00:21:57.495384,7102,33,26012,u***@example.com,500,1
2026-05-09T00:21:57.495384,2184,24,70115,u***@example.com,423,0
2026-05-09T00:21:57.495384,4327,34,27151,u***@example.com,300,0
2026-05-09T00:21:57.495384,4394,40,77716,u***@example.com,490,0
2026-05-09T00:21:57.495384,9319,43,113747,u***@example.com,815,1
2026-05-09T00:21:57.495384,2816,38,112653,u***@example.com,741,0
2026-05-09T00:21:57.495384,6854,39,56378,u***@example.com,442,1
2026-05-09T00:21:57.495384,7709,75,62652,u***@example.com,490,0
2026-05-09T00:21:57.495384,1569,24,92430,u***@example.com,832,0
2026-05-09T00:21:57.495384,6442,31,33467,u***@example.com,526,0
2026-05-09T00:21:57.495384,2895,32,51010,u***@example.com,612,0
2026-05-09T00:21:57.495384,3733,70,148647,u***@example.com,601,0
2026-05-09T00:21:57.495384,4863,24,141999,u***@example.com,759,0
2026-05-09T00:21:57.495384,8455,26,134793,u***@example.com,700,0
2026-05-09T00:21:57.495384,5014,68,74691,u***@example.com,692,0
2026-05-09T00:21:57.495384,2686,65,84157,u***@example.com,506,0
2026-05-09T00:21:57.495384,4009,25,128177,u***@example.com,509,0
2026-05-09T00:21:57.495384,8806,67,32289,u***@example.com,414,0
2026-05-09T00:21:57.495384,1154,76,64976,u***@example.com,550,0
2026-05-09T00:21:57.495384,2409,40,63596,u***@example.com,518,0
2026-05-09T00:21:57.495384,1784,46,43171,u***@example.com,706,0
2026-05-09T00:21:57.495384,9096,35,120441,u***@example.com,742,0
2026-05-09T00:21:57.495384,8560,48,146296,u***@example.com,653,0
2026-05-09T00:21:57.495384,8343,47,106365,u***@example.com,849,0
2026-05-09T00:21:57.495384,8206,69,138218,u***@example.com,441,0
2026-05-09T00:21:57.495384,6596,56,119590,u***@example.com,800,1
2026-05-09T00:21:57.495384,6801,52,134014,u***@example.com,846,0
2026-05-09T00:21:57.495384,3806,35,64139,u***@example.com,841,0
2026-05-09T00:21:57.495384,1537,76,68713,u***@example.com,806,0
2026-05-09T00:21:57.495384,6986,59,49734,u***@example.com,580,1
2026-05-09T00:21:57.495384,2841,56,92588,u***@example.com,723,0
2026-05-09T00:21:57.495384,9716,34,83646,u***@example.com,569,0
2026-05-09T00:21:57.495384,7971,31,23654,u***@example.com,453,1
2026-05-09T00:21:57.495384,6625,48,109022,u***@example.com,382,0
2026-05-09T00:21:57.495384,3950,41,38743,u***@example.com,725,1
2026-05-09T00:21:57.495384,8992,52,68368,u***@example.com,574,0
2026-05-09T00:21:57.495384,5780,61,110025,u***@example.com,583,1
2026-05-09T00:21:57.495384,3368,77,94172,u***@example.com,472,0
2026-05-09T00:21:57.495384,7655,62,26441,u***@example.com,626,0
2026-05-09T00:21:57.495384,9173,51,139735,u***@example.com,362,0
2026-05-09T00:21:57.495384,5495,20,44611,u***@example.com,372,0
2026-05-09T00:21:57.495384,7002,54,139891,u***@example.com,674,0
2026-05-09T00:21:57.495384,7614,60,127971,u***@example.com,807,1
2026-05-09T00:21:57.495384,6919,57,32149,u***@example.com,697,1
2026-05-09T00:21:57.495384,1853,43,120102,u***@example.com,419,0
2026-05-09T00:21:57.495384,5146,72,79189,u***@example.com,736,1
2026-05-09T00:21:57.495384,4769,40,127904,u***@example.com,764,0
2026-05-09T00:21:57.495384,1574,61,41675,u***@example.com,585,0
2026-05-09T00:21:57.495384,2148,56,91031,u***@example.com,564,0
2026-05-09T00:21:57.495384,7293,32,62668,u***@example.com,619,0
2026-05-09T00:21:57.495384,7457,73,33673,u***@example.com,675,0
2026-05-09T00:21:57.495384,8509,66,149582,u***@example.com,388,0
2026-05-09T00:21:57.495384,5777,21,96666,u***@example.com,502,1
2026-05-09T00:21:57.495384,4854,46,108204,u***@example.com,633,0
2026-05-09T00:21:57.495384,3491,39,100758,u***@example.com,521,1
2026-05-09T00:21:57.495384,4124,42,85429,u***@example.com,340,0
2026-05-09T00:21:57.495384,6691,30,43669,u***@example.com,367,0
2026-05-09T00:21:57.495384,4051,35,54068,u***@example.com,813,0
2026-05-09T00:21:57.495384,1004,50,108789,u***@example.com,426,1
2026-05-09T00:21:57.495384,6222,33,29435,u***@example.com,554,0
2026-05-09T00:21:57.495384,6315,62,114088,u***@example.com,315,0
2026-05-09T00:21:57.495384,5869,59,72249,u***@example.com,776,0
2026-05-09T00:21:57.495384,1876,61,57384,u***@example.com,361,0
2026-05-09T00:21:57.495384,8027,79,148782,u***@example.com,731,0
2026-05-09T00:21:57.495384,5142,19,101929,u***@example.com,567,0
2026-05-09T00:21:57.495384,7966,72,147959,u***@example.com,334,0
2026-05-09T00:21:57.495384,8079,52,96153,u***@example.com,793,0
2026-05-09T00:21:57.495384,8987,59,124056,u***@example.com,768,0
2026-05-09T00:21:57.495384,7799,51,95388,u***@example.com,624,0
2026-05-09T00:21:57.495384,5465,47,51401,u***@example.com,603,0
2026-05-09T00:21:57.495384,1635,76,145511,u***@example.com,575,0
2026-05-09T00:21:57.495384,2693,72,91831,u***@example.com,500,1
2026-05-09T00:21:57.495384,5752,30,139503,u***@example.com,744,0
2026-05-09T00:21:57.495384,9311,30,135760,u***@example.com,623,0
2026-05-09T00:21:57.495384,1830,35,121529,u***@example.com,334,0
2026-05-09T00:21:57.495384,6177,49,147834,u***@example.com,781,0
2026-05-09T00:21:57.495384,9932,49,54084,u***@example.com,779,0
2026-05-09T00:21:57.495384,9308,52,140387,u***@example.com,364,0
2026-05-09T00:21:57.495384,6949,76,130641,u***@example.com,307,0
2026-05-09T00:21:57.495384,3838,56,125111,u***@example.com,600,1
2026-05-09T00:21:57.495384,2150,63,75826,u***@example.com,642,0
2026-05-09T00:21:57.495384,8560,69,56451,u***@example.com,730,0
2026-05-09T00:21:57.495384,2931,46,27227,u***@example.com,723,0
2026-05-09T00:21:57.495384,2664,79,51910,u***@example.com,631,0
2026-05-09T00:21:57.495384,2081,66,56041,u***@example.com,737,0
2026-05-09T00:21:57.495384,1512,46,108920,u***@example.com,473,0
2026-05-09T00:21:57.495384,8805,79,85681,u***@example.com,826,0
2026-05-09T00:21:57.495384,6237,70,123314,u***@example.com,325,0
2026-05-09T00:21:57.495384,1559,61,101571,u***@example.com,705,0
2026-05-09T00:21:57.495384,4672,74,85481,u***@example.com,531,0
2026-05-09T00:21:57.495384,8404,33,88576,u***@example.com,832,0
2026-05-09T00:21:57.495384,4343,73,127958,u***@example.com,849,0
2026-05-09T00:21:57.495384,5070,61,149265,u***@example.com,804,1
2026-05-09T00:21:57.495384,1580,64,147556,u***@example.com,478,0
2026-05-09T00:21:57.495384,8004,74,84174,u***@example.com,431,0
2026-05-09T00:21:57.495384,9130,27,46160,u***@example.com,754,1
2026-05-09T00:21:57.495384,4147,47,135170,u***@example.com,647,0
2026-05-09T00:21:57.495384,5249,42,137867,u***@example.com,839,0
2026-05-09T00:21:57.495384,2679,56,37633,u***@example.com,705,0
2026-05-09T00:21:57.495384,4506,37,114880,u***@example.com,375,0
2026-05-09T00:21:57.495384,8253,22,37014,u***@example.com,791,0
2026-05-09T00:21:57.495384,3744,18,100532,u***@example.com,493,0
2026-05-09T00:21:57.495384,6188,47,69104,u***@example.com,461,0
2026-05-09T00:21:57.495384,3141,66,61621,u***@example.com,646,0
2026-05-09T00:21:57.495384,7617,20,97231,u***@example.com,660,1
2026-05-09T00:21:57.495384,3479,62,88388,u***@example.com,386,0
2026-05-09T00:21:57.495384,7484,31,36014,u***@example.com,561,0
2026-05-09T00:21:57.495384,8421,73,112578,u***@example.com,513,1
2026-05-09T00:21:57.495384,5452,47,53755,u***@example.com,561,0
2026-05-09T00:21:57.495384,6881,67,60390,u***@example.com,582,1
2026-05-09T00:21:57.495384,7665,21,43711,u***@example.com,766,0
2026-05-09T00:21:57.495384,3849,35,111658,u***@example.com,679,0
2026-05-09T00:21:57.495384,8390,79,77993,u***@example.com,661,0
2026-05-09T00:21:57.495384,7905,54,94696,u***@example.com,748,0
2026-05-09T00:21:57.495384,3489,42,47213,u***@example.com,740,0
2026-05-09T00:21:57.495384,5611,65,135788,u***@example.com,392,1
2026-05-09T00:21:57.495384,3839,18,124956,u***@example.com,723,0
2026-05-09T00:21:57.495384,9527,70,77784,u***@example.com,441,0
2026-05-09T00:21:57.495384,6878,63,27421,u***@example.com,590,1
2026-05-09T00:21:57.495384,7303,32,106936,u***@example.com,731,0
2026-05-09T00:21:57.495384,1851,26,119073,u***@example.com,348,0
2026-05-09T00:21:57.495384,2687,32,37727,u***@example.com,601,1
2026-05-09T00:21:57.495384,7833,66,132418,u***@example.com,489,0
2026-05-09T00:21:57.495384,3427,74,24358,u***@example.com,435,0
2026-05-09T00:21:57.495384,5000,41,85108,u***@example.com,703,1
2026-05-09T00:21:57.495384,6052,21,146609,u***@example.com,640,0
2026-05-09T00:21:57.495384,3738,29,114018,u***@example.com,617,0
2026-05-09T00:21:57.495384,6732,76,144457,u***@example.com,662,0
2026-05-09T00:21:57.495384,6387,75,52117,u***@example.com,681,0
2026-05-09T00:21:57.495384,9002,54,108700,u***@example.com,532,1
2026-05-09T00:21:57.495384,6536,78,51910,u***@example.com,643,0
2026-05-09T00:21:57.495384,4913,54,146888,u***@example.com,848,0
2026-05-09T00:21:57.495384,2066,60,118032,u***@example.com,828,0
